"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value"
"2006","BG","T","Y15-74","TOTAL","PC","9.0"
"2006","CZ","T","Y15-74","TOTAL","PC","7.2"
"2006","DK","T","Y15-74","TOTAL","PC","3.9"
"2006","DE","T","Y15-74","TOTAL","PC","10.3"
"2006","EE","T","Y15-74","TOTAL","PC","5.9"
"2006","IE","T","Y15-74","TOTAL","PC","4.4"
"2006","EL","T","Y15-74","TOTAL","PC","9.0"
"2006","ES","T","Y15-74","TOTAL","PC","8.5"
"2006","FR","T","Y15-74","TOTAL","PC","8.5"
"2006","HR","T","Y15-74","TOTAL","PC","11.2"
"2006","IT","T","Y15-74","TOTAL","PC","6.8"
"2006","CY","T","Y15-74","TOTAL","PC","4.6"
"2006","LV","T","Y15-74","TOTAL","PC","7.0"
"2006","LT","T","Y15-74","TOTAL","PC","5.8"
"2006","LU","T","Y15-74","TOTAL","PC","4.7"
"2006","HU","T","Y15-74","TOTAL","PC","7.5"
"2006","MT","T","Y15-74","TOTAL","PC","6.8"
"2006","NL","T","Y15-74","TOTAL","PC","3.9"
"2006","AT","T","Y15-74","TOTAL","PC","5.3"
"2006","PL","T","Y15-74","TOTAL","PC","13.9"
"2006","PT","T","Y15-74","TOTAL","PC","7.8"
"2006","RO","T","Y15-74","TOTAL","PC","7.3"
"2006","SI","T","Y15-74","TOTAL","PC","6.0"
"2006","SK","T","Y15-74","TOTAL","PC","13.4"
"2006","FI","T","Y15-74","TOTAL","PC","7.7"
"2006","SE","T","Y15-74","TOTAL","PC","7.1"
"2006","UK","T","Y15-74","TOTAL","PC","5.4"
"2006","IS","T","Y15-74","TOTAL","PC","2.8"
"2006","NO","T","Y15-74","TOTAL","PC","3.4"
"2006","CH","T","Y15-74","TOTAL","PC","4.0"
"2006","MK","T","Y15-74","TOTAL","PC","36.1"
"2006","TR","T","Y15-74","TOTAL","PC","8.8"
"2007","BE","T","Y15-74","TOTAL","PC","7.5"
"2007","BG","T","Y15-74","TOTAL","PC","6.9"
"2007","CZ","T","Y15-74","TOTAL","PC","5.3"
"2007","DK","T","Y15-74","TOTAL","PC","3.8"
"2007","DE","T","Y15-74","TOTAL","PC","8.7"
"2007","EE","T","Y15-74","TOTAL","PC","4.6"
"2007","IE","T","Y15-74","TOTAL","PC","4.7"
"2007","EL","T","Y15-74","TOTAL","PC","8.4"
"2007","ES","T","Y15-74","TOTAL","PC","8.2"
"2007","FR","T","Y15-74","TOTAL","PC","7.7"
"2007","HR","T","Y15-74","TOTAL","PC","9.9"
"2007","IT","T","Y15-74","TOTAL","PC","6.1"
"2007","CY","T","Y15-74","TOTAL","PC","3.9"
"2007","LV","T","Y15-74","TOTAL","PC","6.1"
"2007","LT","T","Y15-74","TOTAL","PC","4.3"
"2007","LU","T","Y15-74","TOTAL","PC","4.1"
"2007","HU","T","Y15-74","TOTAL","PC","7.4"
"2007","MT","T","Y15-74","TOTAL","PC","6.5"
"2007","NL","T","Y15-74","TOTAL","PC","3.2"
"2007","AT","T","Y15-74","TOTAL","PC","4.9"
"2007","PL","T","Y15-74","TOTAL","PC","9.6"
"2007","PT","T","Y15-74","TOTAL","PC","8.1"
"2007","RO","T","Y15-74","TOTAL","PC","6.4"
"2007","SI","T","Y15-74","TOTAL","PC","4.9"
"2007","SK","T","Y15-74","TOTAL","PC","11.1"
"2007","FI","T","Y15-74","TOTAL","PC","6.9"
"2007","SE","T","Y15-74","TOTAL","PC","6.2"
"2007","UK","T","Y15-74","TOTAL","PC","5.3"
"2007","IS","T","Y15-74","TOTAL","PC","2.3"
"2007","NO","T","Y15-74","TOTAL","PC","2.5"
"2007","CH","T","Y15-74","TOTAL","PC","3.7"
"2007","MK","T","Y15-74","TOTAL","PC","35.0"
"2007","TR","T","Y15-74","TOTAL","PC","8.9"
"2008","BE","T","Y15-74","TOTAL","PC","7.0"
"2008","BG","T","Y15-74","TOTAL","PC","5.6"
"2008","CZ","T","Y15-74","TOTAL","PC","4.4"
"2008","DK","T","Y15-74","TOTAL","PC","3.4"
"2008","DE","T","Y15-74","TOTAL","PC","7.5"
"2008","EE","T","Y15-74","TOTAL","PC","5.5"
"2008","IE","T","Y15-74","TOTAL","PC","6.4"
"2008","EL","T","Y15-74","TOTAL","PC","7.8"
"2008","ES","T","Y15-74","TOTAL","PC","11.3"
"2008","FR","T","Y15-74","TOTAL","PC","7.1"
"2008","HR","T","Y15-74","TOTAL","PC","8.6"
"2008","IT","T","Y15-74","TOTAL","PC","6.7"
"2008","CY","T","Y15-74","TOTAL","PC","3.7"
"2008","LV","T","Y15-74","TOTAL","PC","7.7"
"2008","LT","T","Y15-74","TOTAL","PC","5.8"
"2008","LU","T","Y15-74","TOTAL","PC","5.1"
"2008","HU","T","Y15-74","TOTAL","PC","7.8"
"2008","MT","T","Y15-74","TOTAL","PC","6.0"
"2008","NL","T","Y15-74","TOTAL","PC","2.8"
"2008","AT","T","Y15-74","TOTAL","PC","4.1"
"2008","PL","T","Y15-74","TOTAL","PC","7.1"
"2008","PT","T","Y15-74","TOTAL","PC","7.7"
"2008","RO","T","Y15-74","TOTAL","PC","5.8"
"2008","SI","T","Y15-74","TOTAL","PC","4.4"
"2008","SK","T","Y15-74","TOTAL","PC","9.5"
"2008","FI","T","Y15-74","TOTAL","PC","6.4"
"2008","SE","T","Y15-74","TOTAL","PC","6.2"
"2008","UK","T","Y15-74","TOTAL","PC","5.6"
"2008","IS","T","Y15-74","TOTAL","PC","2.9"
"2008","NO","T","Y15-74","TOTAL","PC","2.5"
"2008","CH","T","Y15-74","TOTAL","PC","3.4"
"2008","MK","T","Y15-74","TOTAL","PC","33.8"
"2008","TR","T","Y15-74","TOTAL","PC","9.8"
"2009","BE","T","Y15-74","TOTAL","PC","7.9"
"2009","BG","T","Y15-74","TOTAL","PC","6.8"
"2009","CZ","T","Y15-74","TOTAL","PC","6.7"
"2009","DK","T","Y15-74","TOTAL","PC","6.0"
"2009","DE","T","Y15-74","TOTAL","PC","7.8"
"2009","EE","T","Y15-74","TOTAL","PC","13.5"
"2009","IE","T","Y15-74","TOTAL","PC","12.0"
"2009","EL","T","Y15-74","TOTAL","PC","9.6"
"2009","ES","T","Y15-74","TOTAL","PC","17.9"
"2009","FR","T","Y15-74","TOTAL","PC","8.7"
"2009","HR","T","Y15-74","TOTAL","PC","9.2"
"2009","IT","T","Y15-74","TOTAL","PC","7.8"
"2009","CY","T","Y15-74","TOTAL","PC","5.4"
"2009","LV","T","Y15-74","TOTAL","PC","17.5"
"2009","LT","T","Y15-74","TOTAL","PC","13.8"
"2009","LU","T","Y15-74","TOTAL","PC","5.1"
"2009","HU","T","Y15-74","TOTAL","PC","10.0"
"2009","MT","T","Y15-74","TOTAL","PC","6.9"
"2009","NL","T","Y15-74","TOTAL","PC","3.4"
"2009","AT","T","Y15-74","TOTAL","PC","5.3"
"2009","PL","T","Y15-74","TOTAL","PC","8.2"
"2009","PT","T","Y15-74","TOTAL","PC","9.6"
"2009","RO","T","Y15-74","TOTAL","PC","6.9"
"2009","SI","T","Y15-74","TOTAL","PC","5.9"
"2009","SK","T","Y15-74","TOTAL","PC","12.0"
"2009","FI","T","Y15-74","TOTAL","PC","8.2"
"2009","SE","T","Y15-74","TOTAL","PC","8.4"
"2009","UK","T","Y15-74","TOTAL","PC","7.6"
"2009","IS","T","Y15-74","TOTAL","PC","7.2"
"2009","NO","T","Y15-74","TOTAL","PC","3.1"
"2009","CH","T","Y15-74","TOTAL","PC","4.1"
"2009","MK","T","Y15-74","TOTAL","PC","32.2"
"2009","TR","T","Y15-74","TOTAL","PC","12.6"
"2010","BE","T","Y15-74","TOTAL","PC","8.3"
"2010","BG","T","Y15-74","TOTAL","PC","10.3"
"2010","CZ","T","Y15-74","TOTAL","PC","7.3"
"2010","DK","T","Y15-74","TOTAL","PC","7.5"
"2010","DE","T","Y15-74","TOTAL","PC","7.0"
"2010","EE","T","Y15-74","TOTAL","PC","16.7"
"2010","IE","T","Y15-74","TOTAL","PC","13.9"
"2010","EL","T","Y15-74","TOTAL","PC","12.7"
"2010","ES","T","Y15-74","TOTAL","PC","19.9"
"2010","FR","T","Y15-74","TOTAL","PC","8.9"
"2010","HR","T","Y15-74","TOTAL","PC","11.7"
"2010","IT","T","Y15-74","TOTAL","PC","8.4"
"2010","CY","T","Y15-74","TOTAL","PC","6.3"
"2010","LV","T","Y15-74","TOTAL","PC","19.5"
"2010","LT","T","Y15-74","TOTAL","PC","17.8"
"2010","LU","T","Y15-74","TOTAL","PC","4.4"
"2010","HU","T","Y15-74","TOTAL","PC","11.2"
"2010","MT","T","Y15-74","TOTAL","PC","6.9"
"2010","NL","T","Y15-74","TOTAL","PC","4.5"
"2010","AT","T","Y15-74","TOTAL","PC","4.8"
"2010","PL","T","Y15-74","TOTAL","PC","9.7"
"2010","PT","T","Y15-74","TOTAL","PC","11.0"
"2010","RO","T","Y15-74","TOTAL","PC","7.0"
"2010","SI","T","Y15-74","TOTAL","PC","7.3"
"2010","SK","T","Y15-74","TOTAL","PC","14.4"
"2010","FI","T","Y15-74","TOTAL","PC","8.4"
"2010","SE","T","Y15-74","TOTAL","PC","8.6"
"2010","UK","T","Y15-74","TOTAL","PC","7.8"
"2010","IS","T","Y15-74","TOTAL","PC","7.6"
"2010","NO","T","Y15-74","TOTAL","PC","3.5"
"2010","CH","T","Y15-74","TOTAL","PC","4.8"
"2010","MK","T","Y15-74","TOTAL","PC","32.0"
"2010","TR","T","Y15-74","TOTAL","PC","10.7"
"2011","BE","T","Y15-74","TOTAL","PC","7.2"
"2011","BG","T","Y15-74","TOTAL","PC","11.3"
"2011","CZ","T","Y15-74","TOTAL","PC","6.7"
"2011","DK","T","Y15-74","TOTAL","PC","7.6"
"2011","DE","T","Y15-74","TOTAL","PC","5.8"
"2011","EE","T","Y15-74","TOTAL","PC","12.3"
"2011","IE","T","Y15-74","TOTAL","PC","14.7"
"2011","EL","T","Y15-74","TOTAL","PC","17.9"
"2011","ES","T","Y15-74","TOTAL","PC","21.4"
"2011","FR","T","Y15-74","TOTAL","PC","8.8"
"2011","HR","T","Y15-74","TOTAL","PC","13.7"
"2011","IT","T","Y15-74","TOTAL","PC","8.4"
"2011","CY","T","Y15-74","TOTAL","PC","7.9"
"2011","LV","T","Y15-74","TOTAL","PC","16.2"
"2011","LT","T","Y15-74","TOTAL","PC","15.4"
"2011","LU","T","Y15-74","TOTAL","PC","4.9"
"2011","HU","T","Y15-74","TOTAL","PC","11.0"
"2011","MT","T","Y15-74","TOTAL","PC","6.4"
"2011","NL","T","Y15-74","TOTAL","PC","5.0"
"2011","AT","T","Y15-74","TOTAL","PC","4.6"
"2011","PL","T","Y15-74","TOTAL","PC","9.7"
"2011","PT","T","Y15-74","TOTAL","PC","12.9"
"2011","RO","T","Y15-74","TOTAL","PC","7.2"
"2011","SI","T","Y15-74","TOTAL","PC","8.2"
"2011","SK","T","Y15-74","TOTAL","PC","13.6"
"2011","FI","T","Y15-74","TOTAL","PC","7.8"
"2011","SE","T","Y15-74","TOTAL","PC","7.8"
"2011","UK","T","Y15-74","TOTAL","PC","8.1"
"2011","IS","T","Y15-74","TOTAL","PC","7.0"
"2011","NO","T","Y15-74","TOTAL","PC","3.2"
"2011","CH","T","Y15-74","TOTAL","PC","4.4"
"2011","MK","T","Y15-74","TOTAL","PC","31.4"
"2011","TR","T","Y15-74","TOTAL","PC","8.8"
"2012","BE","T","Y15-74","TOTAL","PC","7.6"
"2012","BG","T","Y15-74","TOTAL","PC","12.3"
"2012","CZ","T","Y15-74","TOTAL","PC","7.0"
"2012","DK","T","Y15-74","TOTAL","PC","7.5"
"2012","DE","T","Y15-74","TOTAL","PC","5.4"
"2012","EE","T","Y15-74","TOTAL","PC","10.0"
"2012","IE","T","Y15-74","TOTAL","PC","14.7"
"2012","EL","T","Y15-74","TOTAL","PC","24.5"
"2012","ES","T","Y15-74","TOTAL","PC","24.8"
"2012","FR","T","Y15-74","TOTAL","PC","9.4"
"2012","HR","T","Y15-74","TOTAL","PC","16.0"
"2012","IT","T","Y15-74","TOTAL","PC","10.7"
"2012","CY","T","Y15-74","TOTAL","PC","11.9"
"2012","LV","T","Y15-74","TOTAL","PC","15.0"
"2012","LT","T","Y15-74","TOTAL","PC","13.4"
"2012","LU","T","Y15-74","TOTAL","PC","5.1"
"2012","HU","T","Y15-74","TOTAL","PC","11.0"
"2012","MT","T","Y15-74","TOTAL","PC","6.3"
"2012","NL","T","Y15-74","TOTAL","PC","5.8"
"2012","AT","T","Y15-74","TOTAL","PC","4.9"
"2012","PL","T","Y15-74","TOTAL","PC","10.1"
"2012","PT","T","Y15-74","TOTAL","PC","15.8"
"2012","RO","T","Y15-74","TOTAL","PC","6.8"
"2012","SI","T","Y15-74","TOTAL","PC","8.9"
"2012","SK","T","Y15-74","TOTAL","PC","14.0"
"2012","FI","T","Y15-74","TOTAL","PC","7.7"
"2012","SE","T","Y15-74","TOTAL","PC","8.0"
"2012","UK","T","Y15-74","TOTAL","PC","7.9"
"2012","IS","T","Y15-74","TOTAL","PC","6.0"
"2012","NO","T","Y15-74","TOTAL","PC","3.1"
"2012","CH","T","Y15-74","TOTAL","PC","4.5"
"2012","MK","T","Y15-74","TOTAL","PC","31.0"
"2012","TR","T","Y15-74","TOTAL","PC","8.2"
"2013","BE","T","Y15-74","TOTAL","PC","8.4"
"2013","BG","T","Y15-74","TOTAL","PC","13.0"
"2013","CZ","T","Y15-74","TOTAL","PC","7.0"
"2013","DK","T","Y15-74","TOTAL","PC","7.0"
"2013","DE","T","Y15-74","TOTAL","PC","5.2"
"2013","EE","T","Y15-74","TOTAL","PC","8.6"
"2013","IE","T","Y15-74","TOTAL","PC","13.1"
"2013","EL","T","Y15-74","TOTAL","PC","27.5"
"2013","ES","T","Y15-74","TOTAL","PC","26.1"
"2013","FR","T","Y15-74","TOTAL","PC","9.9"
"2013","HR","T","Y15-74","TOTAL","PC","17.3"
"2013","IT","T","Y15-74","TOTAL","PC","12.2"
"2013","CY","T","Y15-74","TOTAL","PC","15.9"
"2013","LV","T","Y15-74","TOTAL","PC","11.9"
"2013","LT","T","Y15-74","TOTAL","PC","11.8"
"2013","LU","T","Y15-74","TOTAL","PC","5.9"
"2013","HU","T","Y15-74","TOTAL","PC","10.2"
"2013","MT","T","Y15-74","TOTAL","PC","6.4"
"2013","NL","T","Y15-74","TOTAL","PC","7.3"
"2013","AT","T","Y15-74","TOTAL","PC","5.4"
"2013","PL","T","Y15-74","TOTAL","PC","10.3"
"2013","PT","T","Y15-74","TOTAL","PC","16.4"
"2013","RO","T","Y15-74","TOTAL","PC","7.1"
"2013","SI","T","Y15-74","TOTAL","PC","10.1"
"2013","SK","T","Y15-74","TOTAL","PC","14.2"
"2013","FI","T","Y15-74","TOTAL","PC","8.2"
"2013","SE","T","Y15-74","TOTAL","PC","8.1"
"2013","UK","T","Y15-74","TOTAL","PC","7.5"
"2013","IS","T","Y15-74","TOTAL","PC","5.4"
"2013","NO","T","Y15-74","TOTAL","PC","3.4"
"2013","CH","T","Y15-74","TOTAL","PC","4.8"
"2013","MK","T","Y15-74","TOTAL","PC","29.0"
"2013","TR","T","Y15-74","TOTAL","PC","8.8"
"2014","BE","T","Y15-74","TOTAL","PC","8.5"
"2014","BG","T","Y15-74","TOTAL","PC","11.4"
"2014","CZ","T","Y15-74","TOTAL","PC","6.1"
"2014","DK","T","Y15-74","TOTAL","PC","6.6"
"2014","DE","T","Y15-74","TOTAL","PC","5.0"
"2014","EE","T","Y15-74","TOTAL","PC","7.4"
"2014","IE","T","Y15-74","TOTAL","PC","11.3"
"2014","EL","T","Y15-74","TOTAL","PC","26.5"
"2014","ES","T","Y15-74","TOTAL","PC","24.5"
"2014","FR","T","Y15-74","TOTAL","PC","10.3"
"2014","HR","T","Y15-74","TOTAL","PC","17.3"
"2014","IT","T","Y15-74","TOTAL","PC","12.7"
"2014","CY","T","Y15-74","TOTAL","PC","16.1"
"2014","LV","T","Y15-74","TOTAL","PC","10.8"
"2014","LT","T","Y15-74","TOTAL","PC","10.7"
"2014","LU","T","Y15-74","TOTAL","PC","5.9"
"2014","HU","T","Y15-74","TOTAL","PC","7.7"
"2014","MT","T","Y15-74","TOTAL","PC","5.8"
"2014","NL","T","Y15-74","TOTAL","PC","7.4"
"2014","AT","T","Y15-74","TOTAL","PC","5.6"
"2014","PL","T","Y15-74","TOTAL","PC","9.0"
"2014","PT","T","Y15-74","TOTAL","PC","14.1"
"2014","RO","T","Y15-74","TOTAL","PC","6.8"
"2014","SI","T","Y15-74","TOTAL","PC","9.7"
"2014","SK","T","Y15-74","TOTAL","PC","13.2"
"2014","FI","T","Y15-74","TOTAL","PC","8.7"
"2014","SE","T","Y15-74","TOTAL","PC","8.0"
"2014","UK","T","Y15-74","TOTAL","PC","6.1"
"2014","IS","T","Y15-74","TOTAL","PC","4.9"
"2014","NO","T","Y15-74","TOTAL","PC","3.5"
"2014","CH","T","Y15-74","TOTAL","PC","4.9"
"2014","MK","T","Y15-74","TOTAL","PC","28.0"
"2014","TR","T","Y15-74","TOTAL","PC","9.9"
"2015","BE","T","Y15-74","TOTAL","PC","8.5"
"2015","BG","T","Y15-74","TOTAL","PC","9.2"
"2015","CZ","T","Y15-74","TOTAL","PC","5.1"
"2015","DK","T","Y15-74","TOTAL","PC","6.2"
"2015","DE","T","Y15-74","TOTAL","PC","4.6"
"2015","EE","T","Y15-74","TOTAL","PC","6.2"
"2015","IE","T","Y15-74","TOTAL","PC","9.4"
"2015","EL","T","Y15-74","TOTAL","PC","24.9"
"2015","ES","T","Y15-74","TOTAL","PC","22.1"
"2015","FR","T","Y15-74","TOTAL","PC","10.4"
"2015","HR","T","Y15-74","TOTAL","PC","16.2"
"2015","IT","T","Y15-74","TOTAL","PC","11.9"
"2015","CY","T","Y15-74","TOTAL","PC","15.0"
"2015","LV","T","Y15-74","TOTAL","PC","9.9"
"2015","LT","T","Y15-74","TOTAL","PC","9.1"
"2015","LU","T","Y15-74","TOTAL","PC","6.7"
"2015","HU","T","Y15-74","TOTAL","PC","6.8"
"2015","MT","T","Y15-74","TOTAL","PC","5.4"
"2015","NL","T","Y15-74","TOTAL","PC","6.9"
"2015","AT","T","Y15-74","TOTAL","PC","5.7"
"2015","PL","T","Y15-74","TOTAL","PC","7.5"
"2015","PT","T","Y15-74","TOTAL","PC","12.6"
"2015","RO","T","Y15-74","TOTAL","PC","6.8"
"2015","SI","T","Y15-74","TOTAL","PC","9.0"
"2015","SK","T","Y15-74","TOTAL","PC","11.5"
"2015","FI","T","Y15-74","TOTAL","PC","9.4"
"2015","SE","T","Y15-74","TOTAL","PC","7.4"
"2015","UK","T","Y15-74","TOTAL","PC","5.3"
"2015","IS","T","Y15-74","TOTAL","PC","4.0"
"2015","NO","T","Y15-74","TOTAL","PC","4.3"
"2015","CH","T","Y15-74","TOTAL","PC","4.8"
"2015","MK","T","Y15-74","TOTAL","PC","26.1"
"2015","TR","T","Y15-74","TOTAL","PC","10.3"
"2016","BE","T","Y15-74","TOTAL","PC","7.8"
"2016","BG","T","Y15-74","TOTAL","PC","7.6"
"2016","CZ","T","Y15-74","TOTAL","PC","4.0"
"2016","DK","T","Y15-74","TOTAL","PC","6.2"
"2016","DE","T","Y15-74","TOTAL","PC","4.1"
"2016","EE","T","Y15-74","TOTAL","PC","6.8"
"2016","IE","T","Y15-74","TOTAL","PC","7.9"
"2016","EL","T","Y15-74","TOTAL","PC","23.6"
"2016","ES","T","Y15-74","TOTAL","PC","19.6"
"2016","FR","T","Y15-74","TOTAL","PC","10.1"
"2016","HR","T","Y15-74","TOTAL","PC","13.1"
"2016","IT","T","Y15-74","TOTAL","PC","11.7"
"2016","CY","T","Y15-74","TOTAL","PC","13.0"
"2016","LV","T","Y15-74","TOTAL","PC","9.6"
"2016","LT","T","Y15-74","TOTAL","PC","7.9"
"2016","LU","T","Y15-74","TOTAL","PC","6.3"
"2016","HU","T","Y15-74","TOTAL","PC","5.1"
"2016","MT","T","Y15-74","TOTAL","PC","4.7"
"2016","NL","T","Y15-74","TOTAL","PC","6.0"
"2016","AT","T","Y15-74","TOTAL","PC","6.0"
"2016","PL","T","Y15-74","TOTAL","PC","6.2"
"2016","PT","T","Y15-74","TOTAL","PC","11.2"
"2016","RO","T","Y15-74","TOTAL","PC","5.9"
"2016","SI","T","Y15-74","TOTAL","PC","8.0"
"2016","SK","T","Y15-74","TOTAL","PC","9.7"
"2016","FI","T","Y15-74","TOTAL","PC","8.8"
"2016","SE","T","Y15-74","TOTAL","PC","7.0"
"2016","UK","T","Y15-74","TOTAL","PC","4.8"
"2016","IS","T","Y15-74","TOTAL","PC","3.0"
"2016","NO","T","Y15-74","TOTAL","PC","4.7"
"2016","CH","T","Y15-74","TOTAL","PC","5.0"
"2016","MK","T","Y15-74","TOTAL","PC","23.7"
"2016","TR","T","Y15-74","TOTAL","PC","10.9"
